zone,inclination,orientation,irradiance
4,7,40,951
4,7,45,948
4,7,50,944
4,7,55,940
4,7,60,935
4,7,65,930
4,7,70,926
4,7,75,920
4,7,80,915
4,7,85,910
4,7,90,904
4,7,95,899
4,7,100,893
4,7,105,888
4,7,110,883
4,7,115,878
4,7,120,873
4,7,125,868
4,7,130,863
4,7,135,859
4,7,140,855
4,7,145,852
4,7,150,849
4,7,155,846
4,7,160,844
4,7,165,842
4,7,170,841
4,7,175,840
4,8,0,973
4,8,5,972
4,8,10,972
4,8,15,970
4,8,20,969
4,8,25,966
4,8,30,964
4,8,35,961
4,8,40,957
4,8,45,953
4,8,50,949
4,8,55,944
4,8,60,939
4,8,65,933
4,8,70,928
4,8,75,922
4,8,80,916
4,8,85,910
4,8,90,904
4,8,95,897
4,8,100,891
4,8,105,885
4,8,110,879
4,8,115,873
4,8,120,867
4,8,125,862
4,8,130,857
4,8,135,852
4,8,140,848
4,8,145,844
4,8,150,840
4,8,155,837
4,8,160,835
4,8,165,833
4,8,170,831
4,8,175,830
4,9,0,980
4,9,5,980
4,9,10,979
4,9,15,977
4,9,20,976
4,9,25,973
4,9,30,970
4,9,35,966
4,9,40,962
4,9,45,958
4,9,50,953
4,9,55,948
4,9,60,942
4,9,65,936
4,9,70,930
4,9,75,923
4,9,80,917
4,9,85,910
4,9,90,903
4,9,95,896
4,9,100,889
4,9,105,882
4,9,110,875
4,9,115,869
4,9,120,862
4,9,125,856
4,9,130,850
4,9,135,845
4,9,140,840
4,9,145,835
4,9,150,831
4,9,155,828
4,9,160,825
4,9,165,823
4,9,170,821
4,9,175,820
4,10,0,987
4,10,5,987
4,10,10,986
4,10,15,984
4,10,20,982
4,10,25,979
4,10,30,976
4,10,35,972
4,10,40,968
4,10,45,963
4,10,50,957
4,10,55,952
4,10,60,946
4,10,65,939
4,10,70,932
4,10,75,925
4,10,80,917
4,10,85,910
4,10,90,902
4,10,95,894
4,10,100,887
4,10,105,879
4,10,110,871
4,10,115,864
4,10,120,857
4,10,125,850
4,10,130,844
4,10,135,838
4,10,140,832
4,10,145,827
4,10,150,822
4,10,155,819
4,10,160,816
4,10,165,813
4,10,170,811
4,10,175,810
4,11,0,994
4,11,5,994
4,11,10,993
4,11,15,991
4,11,20,989
4,11,25,986
4,11,30,982
4,11,35,978
4,11,40,973
4,11,45,968
4,11,50,962
4,11,55,956
4,11,60,949
4,11,65,941
4,11,70,934
4,11,75,926
4,11,80,918
4,11,85,910
4,11,90,901
4,11,95,893
4,11,100,884
4,11,105,876
4,11,110,868
4,11,115,859
4,11,120,852
4,11,125,844
4,11,130,837
4,11,135,830
4,11,140,824
4,11,145,819
4,11,150,814
4,11,155,809
4,11,160,806
4,11,165,803
4,11,170,801
4,11,175,800
4,12,0,1001
4,12,5,1000
4,12,10,999
4,12,15,998
4,12,20,995
4,12,25,992
4,12,30,988
4,12,35,983
4,12,40,978
4,12,45,972
4,12,50,966
4,12,55,959
4,12,60,952
4,12,65,944
4,12,70,936
4,12,75,927
4,12,80,918
4,12,85,910
4,12,90,900
4,12,95,891
4,12,100,882
4,12,105,873
4,12,110,864
4,12,115,855
4,12,120,846
4,12,125,838
4,12,130,830
4,12,135,823
4,12,140,816
4,12,145,810
4,12,150,805
4,12,155,800
4,12,160,796
4,12,165,793
4,12,170,791
4,12,175,790
4,13,0,1007
4,13,5,1007
4,13,10,1006
4,13,15,1004
4,13,20,1001
4,13,25,998
4,13,30,993
4,13,35,988
4,13,40,983
4,13,45,977
4,13,50,970
4,13,55,962
4,13,60,955
4,13,65,946
4,13,70,938
4,13,75,928
4,13,80,919
4,13,85,909
4,13,90,899
4,13,95,889
4,13,100,880
4,13,105,870
4,13,110,860
4,13,115,850
4,13,120,841
4,13,125,832
4,13,130,824
4,13,135,816
4,13,140,808
4,13,145,802
4,13,150,796
4,13,155,791
4,13,160,787
4,13,165,784
4,13,170,781
4,13,175,780
4,14,0,1014
4,14,5,1013
4,14,10,1012
4,14,15,1010
4,14,20,1007
4,14,25,1003
4,14,30,999
4,14,35,994
4,14,40,988
4,14,45,981
4,14,50,974
4,14,55,966
4,14,60,957
4,14,65,948
4,14,70,939
4,14,75,929
4,14,80,919
4,14,85,909
4,14,90,898
4,14,95,888
4,14,100,877
4,14,105,866
4,14,110,856
4,14,115,845
4,14,120,836
4,14,125,826
4,14,130,817
4,14,135,808
4,14,140,800
4,14,145,793
4,14,150,787
4,14,155,782
4,14,160,777
4,14,165,774
4,14,170,771
4,14,175,770
4,15,0,1020
4,15,5,1019
4,15,10,1018
4,15,15,1016
4,15,20,1013
4,15,25,1009
4,15,30,1004
4,15,35,998
4,15,40,992
4,15,45,985
4,15,50,977
4,15,55,969
4,15,60,960
4,15,65,951
4,15,70,941
4,15,75,930
4,15,80,920
4,15,85,908
4,15,90,897
4,15,95,886
4,15,100,875
4,15,105,863
4,15,110,852
4,15,115,841
4,15,120,830
4,15,125,820
4,15,130,810
4,15,135,801
4,15,140,792
4,15,145,785
4,15,150,778
4,15,155,772
4,15,160,768
4,15,165,764
4,15,170,761
4,15,175,760
4,16,0,1025
4,16,5,1025
4,16,10,1024
4,16,15,1021
4,16,20,1018
4,16,25,1014
4,16,30,1009
4,16,35,1003
4,16,40,996
4,16,45,989
4,16,50,981
4,16,55,972
4,16,60,963
4,16,65,953
4,16,70,942
4,16,75,931
4,16,80,920
4,16,85,908
4,16,90,896
4,16,95,884
4,16,100,872
4,16,105,860
4,16,110,848
4,16,115,836
4,16,120,825
4,16,125,814
4,16,130,803
4,16,135,793
4,16,140,785
4,16,145,776
4,16,150,769
4,16,155,763
4,16,160,758
4,16,165,754
4,16,170,752
4,16,175,750
4,17,0,1031
4,17,5,1031
4,17,10,1029
4,17,15,1027
4,17,20,1023
4,17,25,1019
4,17,30,1014
4,17,35,1007
4,17,40,1001
4,17,45,993
4,17,50,984
4,17,55,975
4,17,60,965
4,17,65,955
4,17,70,943
4,17,75,932
4,17,80,920
4,17,85,908
4,17,90,895
4,17,95,882
4,17,100,870
4,17,105,857
4,17,110,844
4,17,115,832
4,17,120,819
4,17,125,808
4,17,130,797
4,17,135,786
4,17,140,777
4,17,145,768
4,17,150,761
4,17,155,754
4,17,160,749
4,17,165,745
4,17,170,742
4,17,175,741
4,18,0,1036
4,18,5,1036
4,18,10,1034
4,18,15,1032
4,18,20,1028
4,18,25,1024
4,18,30,1018
4,18,35,1012
4,18,40,1004
4,18,45,996
4,18,50,988
4,18,55,978
4,18,60,967
4,18,65,956
4,18,70,945
4,18,75,933
4,18,80,920
4,18,85,907
4,18,90,894
4,18,95,880
4,18,100,867
4,18,105,853
4,18,110,840
4,18,115,827
4,18,120,814
4,18,125,801
4,18,130,790
4,18,135,779
4,18,140,769
4,18,145,760
4,18,150,752
4,18,155,745
4,18,160,740
4,18,165,736
4,18,170,733
4,18,175,731
4,19,0,1041
4,19,5,1041
4,19,10,1039
4,19,15,1037
4,19,20,1033
4,19,25,1028
4,19,30,1023
4,19,35,1016
4,19,40,1008
4,19,45,1000
4,19,50,990
4,19,55,980
4,19,60,969
4,19,65,958
4,19,70,946
4,19,75,933
4,19,80,920
4,19,85,907
4,19,90,893
4,19,95,879
4,19,100,864
4,19,105,850
4,19,110,836
4,19,115,822
4,19,120,809
4,19,125,796
4,19,130,783
4,19,135,772
4,19,140,761
4,19,145,751
4,19,150,743
4,19,155,736
4,19,160,731
4,19,165,727
4,19,170,723
4,19,175,722
4,20,0,1046
4,20,5,1046
4,20,10,1044
4,20,15,1041
4,20,20,1038
4,20,25,1033
4,20,30,1027
4,20,35,1020
4,20,40,1012
4,20,45,1003
4,20,50,993
4,20,55,983
4,20,60,971
4,20,65,959
4,20,70,947
4,20,75,933
4,20,80,920
4,20,85,906
4,20,90,891
4,20,95,876
4,20,100,862
4,20,105,847
4,20,110,832
4,20,115,818
4,20,120,803
4,20,125,789
4,20,130,777
4,20,135,764
4,20,140,753
4,20,145,743
4,20,150,735
4,20,155,728
4,20,160,722
4,20,165,717
4,20,170,714
4,20,175,712
4,21,0,1051
4,21,5,1050
4,21,10,1049
4,21,15,1046
4,21,20,1042
4,21,25,1037
4,21,30,1031
4,21,35,1023
4,21,40,1015
4,21,45,1006
4,21,50,996
4,21,55,985
4,21,60,973
4,21,65,961
4,21,70,948
4,21,75,934
4,21,80,919
4,21,85,905
4,21,90,890
4,21,95,875
4,21,100,859
4,21,105,843
4,21,110,828
4,21,115,813
4,21,120,798
4,21,125,784
4,21,130,770
4,21,135,757
4,21,140,745
4,21,145,735
4,21,150,726
4,21,155,719
4,21,160,713
4,21,165,708
4,21,170,705
4,21,175,703
4,22,0,1055
4,22,5,1055
4,22,10,1053
4,22,15,1050
4,22,20,1046
4,22,25,1041
4,22,30,1034
4,22,35,1027
4,22,40,1018
4,22,45,1009
4,22,50,998
4,22,55,987
4,22,60,975
4,22,65,962
4,22,70,948
4,22,75,934
4,22,80,919
4,22,85,904
4,22,90,888
4,22,95,872
4,22,100,856
4,22,105,840
4,22,110,824
4,22,115,808
4,22,120,793
4,22,125,778
4,22,130,764
4,22,135,750
4,22,140,738
4,22,145,727
4,22,150,718
4,22,155,710
4,22,160,704
4,22,165,699
4,22,170,696
4,22,175,693
4,23,0,1060
4,23,5,1059
4,23,10,1057
4,23,15,1054
4,23,20,1050
4,23,25,1044
4,23,30,1038
4,23,35,1030
4,23,40,1021
4,23,45,1012
4,23,50,1001
4,23,55,989
4,23,60,976
4,23,65,963
4,23,70,949
4,23,75,934
4,23,80,919
4,23,85,903
4,23,90,887
4,23,95,870
4,23,100,854
4,23,105,837
4,23,110,820
4,23,115,804
4,23,120,787
4,23,125,772
4,23,130,757
4,23,135,743
4,23,140,730
4,23,145,719
4,23,150,709
4,23,155,701
4,23,160,694
4,23,165,690
4,23,170,686
4,23,175,683
4,24,0,1064
4,24,5,1063
4,24,10,1061
4,24,15,1058
4,24,20,1054
4,24,25,1048
4,24,30,1041
4,24,35,1033
4,24,40,1024
4,24,45,1014
4,24,50,1003
4,24,55,991
4,24,60,978
4,24,65,964
4,24,70,949
4,24,75,934
4,24,80,918
4,24,85,902
4,24,90,885
4,24,95,868
4,24,100,851
4,24,105,834
4,24,110,816
4,24,115,799
4,24,120,782
4,24,125,766
4,24,130,750
4,24,135,736
4,24,140,723
4,24,145,711
4,24,150,701
4,24,155,692
4,24,160,685
4,24,165,680
4,24,170,676
4,24,175,673
4,25,0,1067
4,25,5,1067
4,25,10,1065
4,25,15,1062
4,25,20,1057
4,25,25,1051
4,25,30,1044
4,25,35,1036
4,25,40,1027
4,25,45,1016
4,25,50,1005
4,25,55,992
4,25,60,979
4,25,65,965
4,25,70,949
4,25,75,934
4,25,80,918
4,25,85,901
4,25,90,883
4,25,95,866
4,25,100,848
4,25,105,830
4,25,110,812
4,25,115,794
4,25,120,777
4,25,125,760
4,25,130,744
4,25,135,729
4,25,140,715
4,25,145,703
4,25,150,692
4,25,155,683
4,25,160,676
4,25,165,670
4,25,170,666
4,25,175,664
4,26,0,1071
4,26,5,1070
4,26,10,1068
4,26,15,1065
4,26,20,1060
4,26,25,1054
4,26,30,1047
4,26,35,1039
4,26,40,1029
4,26,45,1018
4,26,50,1007
4,26,55,994
4,26,60,980
4,26,65,965
4,26,70,950
4,26,75,934
4,26,80,917
4,26,85,900
4,26,90,882
4,26,95,864
4,26,100,845
4,26,105,827
4,26,110,808
4,26,115,790
4,26,120,772
4,26,125,754
4,26,130,738
4,26,135,722
4,26,140,707
4,26,145,695
4,26,150,684
4,26,155,675
4,26,160,667
4,26,165,661
4,26,170,657
4,26,175,654
4,27,0,1074
4,27,5,1073
4,27,10,1071
4,27,15,1068
4,27,20,1063
4,27,25,1057
4,27,30,1050
4,27,35,1041
4,27,40,1031
4,27,45,1020
4,27,50,1008
4,27,55,995
4,27,60,981
4,27,65,965
4,27,70,950
4,27,75,933
4,27,80,916
4,27,85,898
4,27,90,880
4,27,95,861
4,27,100,842
4,27,105,823
4,27,110,804
4,27,115,785
4,27,120,767
4,27,125,749
4,27,130,731
4,27,135,715
4,27,140,700
4,27,145,687
4,27,150,676
4,27,155,666
4,27,160,658
4,27,165,652
4,27,170,647
4,27,175,645
4,28,0,1077
4,28,5,1076
4,28,10,1074
4,28,15,1071
4,28,20,1066
4,28,25,1060
4,28,30,1052
4,28,35,1043
4,28,40,1033
4,28,45,1022
4,28,50,1009
4,28,55,996
4,28,60,981
4,28,65,966
4,28,70,950
4,28,75,933
4,28,80,915
4,28,85,897
4,28,90,878
4,28,95,859
4,28,100,840
4,28,105,820
4,28,110,800
4,28,115,781
4,28,120,762
4,28,125,743
4,28,130,725
4,28,135,708
4,28,140,693
4,28,145,679
4,28,150,667
4,28,155,657
4,28,160,649
4,28,165,642
4,28,170,638
4,28,175,635
4,29,0,1080
4,29,5,1079
4,29,10,1077
4,29,15,1073
4,29,20,1068
4,29,25,1062
4,29,30,1054
4,29,35,1045
4,29,40,1035
4,29,45,1023
4,29,50,1011
4,29,55,997
4,29,60,982
4,29,65,966
4,29,70,949
4,29,75,932
4,29,80,914
4,29,85,895
4,29,90,876
4,29,95,856
4,29,100,836
4,29,105,816
4,29,110,796
4,29,115,776
4,29,120,757
4,29,125,737
4,29,130,719
4,29,135,701
4,29,140,685
4,29,145,671
4,29,150,659
4,29,155,648
4,29,160,640
4,29,165,633
4,29,170,628
4,29,175,625
4,30,0,1082
4,30,5,1081
4,30,10,1079
4,30,15,1076
4,30,20,1071
4,30,25,1064
4,30,30,1056
4,30,35,1047
4,30,40,1036
4,30,45,1025
4,30,50,1011
4,30,55,997
4,30,60,982
4,30,65,966
4,30,70,949
4,30,75,931
4,30,80,913
4,30,85,894
4,30,90,874
4,30,95,854
4,30,100,833
4,30,105,813
4,30,110,792
4,30,115,772
4,30,120,751
4,30,125,731
4,30,130,713
4,30,135,694
4,30,140,678
4,30,145,663
4,30,150,650
4,30,155,640
4,30,160,631
4,30,165,624
4,30,170,619
4,30,175,616
4,31,0,1084
4,31,5,1084
4,31,10,1081
4,31,15,1078
4,31,20,1073
4,31,25,1066
4,31,30,1058
4,31,35,1048
4,31,40,1038
4,31,45,1026
4,31,50,1012
4,31,55,998
4,31,60,982
4,31,65,966
4,31,70,949
4,31,75,930
4,31,80,912
4,31,85,892
4,31,90,872
4,31,95,851
4,31,100,831
4,31,105,809
4,31,110,788
4,31,115,767
4,31,120,746
4,31,125,726
4,31,130,706
4,31,135,688
4,31,140,671
4,31,145,655
4,31,150,642
4,31,155,631
4,31,160,622
4,31,165,615
4,31,170,609
4,31,175,606
4,32,0,1086
4,32,5,1086
4,32,10,1083
4,32,15,1080
4,32,20,1074
4,32,25,1068
4,32,30,1059
4,32,35,1050
4,32,40,1039
4,32,45,1027
4,32,50,1013
4,32,55,998
4,32,60,982
4,32,65,966
4,32,70,948
4,32,75,929
4,32,80,910
4,32,85,890
4,32,90,870
4,32,95,849
4,32,100,827
4,32,105,805
4,32,110,784
4,32,115,763
4,32,120,741
4,32,125,720
4,32,130,700
4,32,135,681
4,32,140,663
4,32,145,648
4,32,150,634
4,32,155,622
4,32,160,613
4,32,165,605
4,32,170,600
4,32,175,597
4,33,0,1088
4,33,5,1087
4,33,10,1085
4,33,15,1081
4,33,20,1076
4,33,25,1069
4,33,30,1061
4,33,35,1051
4,33,40,1040
4,33,45,1027
4,33,50,1013
4,33,55,998
4,33,60,982
4,33,65,965
4,33,70,947
4,33,75,928
4,33,80,908
4,33,85,888
4,33,90,867
4,33,95,846
4,33,100,824
4,33,105,802
4,33,110,780
4,33,115,758
4,33,120,736
4,33,125,715
4,33,130,694
4,33,135,674
4,33,140,656
4,33,145,640
4,33,150,626
4,33,155,614
4,33,160,604
4,33,165,596
4,33,170,591
4,33,175,587
4,34,0,1089
4,34,5,1089
4,34,10,1086
4,34,15,1082
4,34,20,1077
4,34,25,1070
4,34,30,1062
4,34,35,1052
4,34,40,1040
4,34,45,1027
4,34,50,1013
4,34,55,998
4,34,60,982
4,34,65,964
4,34,70,946
4,34,75,927
4,34,80,907
4,34,85,886
4,34,90,864
4,34,95,843
4,34,100,821
4,34,105,798
4,34,110,776
4,34,115,753
4,34,120,731
4,34,125,709
4,34,130,688
4,34,135,668
4,34,140,649
4,34,145,632
4,34,150,618
4,34,155,605
4,34,160,595
4,34,165,587
4,34,170,581
4,34,175,578
4,35,0,1091
4,35,5,1090
4,35,10,1088
4,35,15,1084
4,35,20,1078
4,35,25,1071
4,35,30,1062
4,35,35,1052
4,35,40,1041
4,35,45,1028
4,35,50,1013
4,35,55,998
4,35,60,981
4,35,65,963
4,35,70,945
4,35,75,925
4,35,80,905
4,35,85,884
4,35,90,862
4,35,95,840
4,35,100,817
4,35,105,795
4,35,110,772
4,35,115,749
4,35,120,726
4,35,125,704
4,35,130,682
4,35,135,662
4,35,140,642
4,35,145,625
4,35,150,610
4,35,155,597
4,35,160,586
4,35,165,578
4,35,170,572
4,35,175,568
4,36,0,1092
4,36,5,1091
4,36,10,1088
4,36,15,1084
4,36,20,1079
4,36,25,1072
4,36,30,1063
4,36,35,1053
4,36,40,1041
4,36,45,1028
4,36,50,1013
4,36,55,997
4,36,60,980
4,36,65,962
4,36,70,943
4,36,75,923
4,36,80,903
4,36,85,881
4,36,90,859
4,36,95,837
4,36,100,814
4,36,105,791
4,36,110,767
4,36,115,744
4,36,120,721
4,36,125,698
4,36,130,676
4,36,135,655
4,36,140,635
4,36,145,617
4,36,150,602
4,36,155,588
4,36,160,577
4,36,165,569
4,36,170,563
4,36,175,558
4,37,0,1092
4,37,5,1091
4,37,10,1089
4,37,15,1085
4,37,20,1079
4,37,25,1072
4,37,30,1063
4,37,35,1053
4,37,40,1041
4,37,45,1027
4,37,50,1013
4,37,55,997
4,37,60,980
4,37,65,961
4,37,70,942
4,37,75,922
4,37,80,901
4,37,85,879
4,37,90,856
4,37,95,834
4,37,100,810
4,37,105,787
4,37,110,763
4,37,115,739
4,37,120,716
4,37,125,693
4,37,130,670
4,37,135,649
4,37,140,628
4,37,145,610
4,37,150,594
4,37,155,580
4,37,160,569
4,37,165,560
4,37,170,554
4,37,175,549
4,38,0,1093
4,38,5,1092
4,38,10,1089
4,38,15,1085
4,38,20,1080
4,38,25,1072
4,38,30,1063
4,38,35,1053
4,38,40,1041
4,38,45,1027
4,38,50,1012
4,38,55,996
4,38,60,978
4,38,65,960
4,38,70,940
4,38,75,920
4,38,80,898
4,38,85,876
4,38,90,854
4,38,95,830
4,38,100,807
4,38,105,783
4,38,110,759
4,38,115,735
4,38,120,711
4,38,125,687
4,38,130,665
4,38,135,642
4,38,140,622
4,38,145,602
4,38,150,586
4,38,155,572
4,38,160,560
4,38,165,551
4,38,170,544
4,38,175,540
4,39,0,1093
4,39,5,1092
4,39,10,1089
4,39,15,1085
4,39,20,1080
4,39,25,1072
4,39,30,1063
4,39,35,1052
4,39,40,1040
4,39,45,1026
4,39,50,1011
4,39,55,995
4,39,60,977
4,39,65,958
4,39,70,938
4,39,75,917
4,39,80,896
4,39,85,874
4,39,90,851
4,39,95,827
4,39,100,803
4,39,105,779
4,39,110,754
4,39,115,730
4,39,120,706
4,39,125,682
4,39,130,658
4,39,135,636
4,39,140,615
4,39,145,595
4,39,150,578
4,39,155,564
4,39,160,551
4,39,165,542
4,39,170,536
4,39,175,531
4,40,0,1093
4,40,5,1092
4,40,10,1089
4,40,15,1085
4,40,20,1079
4,40,25,1072
4,40,30,1063
4,40,35,1052
4,40,40,1039
4,40,45,1025
4,40,50,1010
4,40,55,993
4,40,60,975
4,40,65,956
4,40,70,936
4,40,75,915
4,40,80,893
4,40,85,871
4,40,90,847
4,40,95,823
4,40,100,799
4,40,105,774
4,40,110,750
4,40,115,725
4,40,120,701
4,40,125,676
4,40,130,653
4,40,135,630
4,40,140,608
4,40,145,588
4,40,150,570
4,40,155,555
4,40,160,543
4,40,165,533
4,40,170,527
4,40,175,522
4,41,0,1092
4,41,5,1091
4,41,10,1089
4,41,15,1085
4,41,20,1079
4,41,25,1071
4,41,30,1062
4,41,35,1051
4,41,40,1038
4,41,45,1024
4,41,50,1009
4,41,55,992
4,41,60,974
4,41,65,955
4,41,70,934
4,41,75,913
4,41,80,891
4,41,85,868
4,41,90,844
4,41,95,820
4,41,100,795
4,41,105,771
4,41,110,745
4,41,115,720
4,41,120,695
4,41,125,671
4,41,130,647
4,41,135,624
4,41,140,602
4,41,145,581
4,41,150,563
4,41,155,547
4,41,160,535
4,41,165,524
4,41,170,518
4,41,175,514
4,42,0,1092
4,42,5,1091
4,42,10,1088
4,42,15,1084
4,42,20,1078
4,42,25,1070
4,42,30,1061
4,42,35,1050
4,42,40,1037
4,42,45,1023
4,42,50,1007
4,42,55,990
4,42,60,972
4,42,65,952
4,42,70,932
4,42,75,910
4,42,80,888
4,42,85,865
4,42,90,841
4,42,95,816
4,42,100,791
4,42,105,766
4,42,110,741
4,42,115,715
4,42,120,690
4,42,125,665
4,42,130,641
4,42,135,618
4,42,140,595
4,42,145,574
4,42,150,555
4,42,155,539
4,42,160,526
4,42,165,516
4,42,170,509
4,42,175,505
4,43,0,1091
4,43,5,1090
4,43,10,1087
4,43,15,1083
4,43,20,1077
4,43,25,1069
4,43,30,1060
4,43,35,1049
4,43,40,1036
4,43,45,1021
4,43,50,1006
4,43,55,988
4,43,60,970
4,43,65,950
4,43,70,929
4,43,75,907
4,43,80,885
4,43,85,861
4,43,90,837
4,43,95,813
4,43,100,787
4,43,105,762
4,43,110,736
4,43,115,710
4,43,120,685
4,43,125,660
4,43,130,635
4,43,135,612
4,43,140,589
4,43,145,567
4,43,150,548
4,43,155,532
4,43,160,518
4,43,165,508
4,43,170,500
4,43,175,497
4,44,0,1089
4,44,5,1089
4,44,10,1086
4,44,15,1082
4,44,20,1076
4,44,25,1068
4,44,30,1058
4,44,35,1047
4,44,40,1034
4,44,45,1020
4,44,50,1004
4,44,55,986
4,44,60,968
4,44,65,948
4,44,70,927
4,44,75,905
4,44,80,882
4,44,85,858
4,44,90,834
4,44,95,809
4,44,100,783
4,44,105,757
4,44,110,731
4,44,115,706
4,44,120,680
4,44,125,654
4,44,130,630
4,44,135,606
4,44,140,583
4,44,145,560
4,44,150,541
4,44,155,524
4,44,160,510
4,44,165,499
4,44,170,492
4,44,175,488
4,45,0,1088
4,45,5,1087
4,45,10,1085
4,45,15,1080
4,45,20,1074
4,45,25,1066
4,45,30,1057
4,45,35,1045
4,45,40,1032
4,45,45,1018
4,45,50,1001
4,45,55,984
4,45,60,965
4,45,65,945
4,45,70,924
4,45,75,902
4,45,80,878
4,45,85,855
4,45,90,830
4,45,95,805
4,45,100,779
4,45,105,753
4,45,110,727
4,45,115,701
4,45,120,674
4,45,125,649
4,45,130,624
4,45,135,600
4,45,140,576
4,45,145,554
4,45,150,534
4,45,155,516
4,45,160,502
4,45,165,491
4,45,170,483
4,45,175,479
4,46,0,1086
4,46,5,1086
4,46,10,1083
4,46,15,1079
4,46,20,1072
4,46,25,1064
4,46,30,1055
4,46,35,1043
4,46,40,1030
4,46,45,1015
4,46,50,999
4,46,55,981
4,46,60,962
4,46,65,942
4,46,70,921
4,46,75,898
4,46,80,875
4,46,85,851
4,46,90,826
4,46,95,801
4,46,100,775
4,46,105,748
4,46,110,722
4,46,115,695
4,46,120,669
4,46,125,644
4,46,130,618
4,46,135,594
4,46,140,570
4,46,145,547
4,46,150,527
4,46,155,509
4,46,160,494
4,46,165,483
4,46,170,474
4,46,175,470
4,47,0,1084
4,47,5,1084
4,47,10,1081
4,47,15,1077
4,47,20,1070
4,47,25,1062
4,47,30,1053
4,47,35,1041
4,47,40,1028
4,47,45,1013
4,47,50,997
4,47,55,979
4,47,60,959
4,47,65,939
4,47,70,918
4,47,75,895
4,47,80,871
4,47,85,847
4,47,90,822
4,47,95,796
4,47,100,770
4,47,105,744
4,47,110,717
4,47,115,691
4,47,120,664
4,47,125,638
4,47,130,612
4,47,135,588
4,47,140,564
4,47,145,541
4,47,150,520
4,47,155,501
4,47,160,487
4,47,165,475
4,47,170,466
4,47,175,462
4,48,0,1082
4,48,5,1081
4,48,10,1079
4,48,15,1074
4,48,20,1068
4,48,25,1060
4,48,30,1050
4,48,35,1039
4,48,40,1025
4,48,45,1010
4,48,50,994
4,48,55,976
4,48,60,956
4,48,65,936
4,48,70,914
4,48,75,891
4,48,80,868
4,48,85,843
4,48,90,818
4,48,95,792
4,48,100,766
4,48,105,739
4,48,110,712
4,48,115,685
4,48,120,659
4,48,125,632
4,48,130,607
4,48,135,582
4,48,140,558
4,48,145,535
4,48,150,513
4,48,155,494
4,48,160,479
4,48,165,467
4,48,170,459
4,48,175,453
4,49,0,1080
4,49,5,1079
4,49,10,1076
4,49,15,1072
4,49,20,1066
4,49,25,1058
4,49,30,1048
4,49,35,1036
4,49,40,1023
4,49,45,1007
4,49,50,991
4,49,55,973
4,49,60,953
4,49,65,933
4,49,70,911
4,49,75,888
4,49,80,864
4,49,85,839
4,49,90,814
4,49,95,788
4,49,100,761
4,49,105,734
4,49,110,707
4,49,115,680
4,49,120,653
4,49,125,627
4,49,130,601
4,49,135,576
4,49,140,552
4,49,145,528
4,49,150,506
4,49,155,487
4,49,160,472
4,49,165,460
4,49,170,451
4,49,175,445
4,50,0,1077
4,50,5,1076
4,50,10,1073
4,50,15,1069
4,50,20,1063
4,50,25,1055
4,50,30,1045
4,50,35,1033
4,50,40,1020
4,50,45,1004
4,50,50,988
4,50,55,969
4,50,60,950
4,50,65,929
4,50,70,907
4,50,75,884
4,50,80,860
4,50,85,835
4,50,90,809
4,50,95,783
4,50,100,756
4,50,105,729
4,50,110,702
4,50,115,675
4,50,120,648
4,50,125,621
4,50,130,595
4,50,135,570
4,50,140,545
4,50,145,522
4,50,150,500
4,50,155,480
4,50,160,464
4,50,165,452
4,50,170,443
4,50,175,438
4,51,0,1074
4,51,5,1073
4,51,10,1070
4,51,15,1066
4,51,20,1060
4,51,25,1052
4,51,30,1042
4,51,35,1030
4,51,40,1016
4,51,45,1001
4,51,50,984
4,51,55,966
4,51,60,946
4,51,65,925
4,51,70,903
4,51,75,880
4,51,80,856
4,51,85,831
4,51,90,805
4,51,95,778
4,51,100,752
4,51,105,724
4,51,110,697
4,51,115,669
4,51,120,642
4,51,125,615
4,51,130,589
4,51,135,564
4,51,140,539
4,51,145,516
4,51,150,494
4,51,155,474
4,51,160,457
4,51,165,445
4,51,170,435
4,51,175,430
4,52,0,1071
4,52,5,1070
4,52,10,1067
4,52,15,1063
4,52,20,1056
4,52,25,1048
4,52,30,1038
4,52,35,1026
4,52,40,1013
4,52,45,997
4,52,50,981
4,52,55,962
4,52,60,942
4,52,65,921
4,52,70,899
4,52,75,876
4,52,80,851
4,52,85,826
4,52,90,800
4,52,95,774
4,52,100,747
4,52,105,719
4,52,110,692
4,52,115,664
4,52,120,637
4,52,125,610
4,52,130,584
4,52,135,558
4,52,140,533
4,52,145,510
4,52,150,487
4,52,155,467
4,52,160,450
4,52,165,437
4,52,170,428
4,52,175,422
4,53,0,1067
4,53,5,1066
4,53,10,1064
4,53,15,1059
4,53,20,1053
4,53,25,1045
4,53,30,1035
4,53,35,1023
4,53,40,1009
4,53,45,994
4,53,50,977
4,53,55,958
4,53,60,938
4,53,65,917
4,53,70,895
4,53,75,871
4,53,80,847
4,53,85,822
4,53,90,795
4,53,95,769
4,53,100,742
4,53,105,714
4,53,110,686
4,53,115,659
4,53,120,631
4,53,125,604
4,53,130,578
4,53,135,552
4,53,140,527
4,53,145,504
4,53,150,481
4,53,155,461
4,53,160,443
4,53,165,430
4,53,170,421
4,53,175,415
4,54,0,1063
4,54,5,1062
4,54,10,1060
4,54,15,1055
4,54,20,1049
4,54,25,1041
4,54,30,1031
4,54,35,1019
4,54,40,1005
4,54,45,990
