zone,inclination,orientation,irradiance
5E,76,0,814
5E,76,5,813
5E,76,10,811
5E,76,15,807
5E,76,20,802
5E,76,25,795
5E,76,30,787
5E,76,35,777
5E,76,40,765
5E,76,45,752
5E,76,50,737
5E,76,55,721
5E,76,60,704
5E,76,65,686
5E,76,70,666
5E,76,75,647
5E,76,80,626
5E,76,85,604
5E,76,90,582
5E,76,95,560
5E,76,100,537
5E,76,105,514
5E,76,110,491
5E,76,115,469
5E,76,120,447
5E,76,125,425
5E,76,130,404
5E,76,135,384
5E,76,140,365
5E,76,145,348
5E,76,150,331
5E,76,155,316
5E,76,160,303
5E,76,165,292
5E,76,170,284
5E,76,175,279
5E,77,0,805
5E,77,5,805
5E,77,10,802
5E,77,15,799
5E,77,20,794
5E,77,25,787
5E,77,30,779
5E,77,35,769
5E,77,40,757
5E,77,45,744
5E,77,50,729
5E,77,55,714
5E,77,60,697
5E,77,65,678
5E,77,70,659
5E,77,75,639
5E,77,80,619
5E,77,85,597
5E,77,90,575
5E,77,95,553
5E,77,100,530
5E,77,105,508
5E,77,110,485
5E,77,115,463
5E,77,120,441
5E,77,125,419
5E,77,130,399
5E,77,135,379
5E,77,140,360
5E,77,145,342
5E,77,150,326
5E,77,155,311
5E,77,160,298
5E,77,165,287
5E,77,170,279
5E,77,175,275
5E,78,0,797
5E,78,5,796
5E,78,10,794
5E,78,15,791
5E,78,20,786
5E,78,25,779
5E,78,30,771
5E,78,35,761
5E,78,40,749
5E,78,45,736
5E,78,50,722
5E,78,55,706
5E,78,60,689
5E,78,65,671
5E,78,70,652
5E,78,75,632
5E,78,80,611
5E,78,85,590
5E,78,90,569
5E,78,95,546
5E,78,100,524
5E,78,105,502
5E,78,110,479
5E,78,115,456
5E,78,120,435
5E,78,125,413
5E,78,130,393
5E,78,135,373
5E,78,140,355
5E,78,145,337
5E,78,150,321
5E,78,155,306
5E,78,160,293
5E,78,165,283
5E,78,170,275
5E,78,175,270
5E,79,0,788
5E,79,5,787
5E,79,10,786
5E,79,15,782
5E,79,20,777
5E,79,25,770
5E,79,30,762
5E,79,35,753
5E,79,40,741
5E,79,45,728
5E,79,50,714
5E,79,55,698
5E,79,60,681
5E,79,65,663
5E,79,70,645
5E,79,75,625
5E,79,80,605
5E,79,85,583
5E,79,90,562
5E,79,95,540
5E,79,100,517
5E,79,105,495
5E,79,110,473
5E,79,115,450
5E,79,120,429
5E,79,125,408
5E,79,130,387
5E,79,135,368
5E,79,140,349
5E,79,145,332
5E,79,150,316
5E,79,155,301
5E,79,160,289
5E,79,165,278
5E,79,170,271
5E,79,175,266
5E,80,0,779
5E,80,5,779
5E,80,10,777
5E,80,15,773
5E,80,20,768
5E,80,25,762
5E,80,30,754
5E,80,35,744
5E,80,40,733
5E,80,45,720
5E,80,50,706
5E,80,55,691
5E,80,60,674
5E,80,65,656
5E,80,70,637
5E,80,75,618
5E,80,80,598
5E,80,85,576
5E,80,90,555
5E,80,95,533
5E,80,100,511
5E,80,105,489
5E,80,110,466
5E,80,115,444
5E,80,120,423
5E,80,125,402
5E,80,130,381
5E,80,135,362
5E,80,140,344
5E,80,145,327
5E,80,150,311
5E,80,155,296
5E,80,160,284
5E,80,165,274
5E,80,170,266
5E,80,175,262
5E,81,0,770
5E,81,5,770
5E,81,10,768
5E,81,15,764
5E,81,20,760
5E,81,25,753
5E,81,30,746
5E,81,35,736
5E,81,40,725
5E,81,45,712
5E,81,50,698
5E,81,55,683
5E,81,60,666
5E,81,65,648
5E,81,70,630
5E,81,75,610
5E,81,80,591
5E,81,85,570
5E,81,90,548
5E,81,95,526
5E,81,100,504
5E,81,105,482
5E,81,110,460
5E,81,115,438
5E,81,120,417
5E,81,125,396
5E,81,130,376
5E,81,135,357
5E,81,140,339
5E,81,145,322
5E,81,150,306
5E,81,155,292
5E,81,160,279
5E,81,165,269
5E,81,170,262
5E,81,175,257
5E,82,0,761
5E,82,5,760
5E,82,10,759
5E,82,15,755
5E,82,20,751
5E,82,25,745
5E,82,30,737
5E,82,35,727
5E,82,40,716
5E,82,45,703
5E,82,50,690
5E,82,55,674
5E,82,60,658
5E,82,65,641
5E,82,70,622
5E,82,75,603
5E,82,80,582
5E,82,85,563
5E,82,90,541
5E,82,95,519
5E,82,100,498
5E,82,105,476
5E,82,110,453
5E,82,115,432
5E,82,120,411
5E,82,125,390
5E,82,130,370
5E,82,135,352
5E,82,140,333
5E,82,145,316
5E,82,150,301
5E,82,155,287
5E,82,160,275
5E,82,165,265
5E,82,170,258
5E,82,175,253
5E,83,0,752
5E,83,5,751
5E,83,10,749
5E,83,15,746
5E,83,20,742
5E,83,25,736
5E,83,30,728
5E,83,35,719
5E,83,40,708
5E,83,45,695
5E,83,50,682
5E,83,55,666
5E,83,60,650
5E,83,65,633
5E,83,70,615
5E,83,75,596
5E,83,80,575
5E,83,85,555
5E,83,90,534
5E,83,95,513
5E,83,100,491
5E,83,105,469
5E,83,110,447
5E,83,115,426
5E,83,120,405
5E,83,125,384
5E,83,130,365
5E,83,135,346
5E,83,140,328
5E,83,145,311
5E,83,150,296
5E,83,155,282
5E,83,160,270
5E,83,165,260
5E,83,170,253
5E,83,175,249
5E,84,0,742
5E,84,5,742
5E,84,10,740
5E,84,15,737
5E,84,20,732
5E,84,25,726
5E,84,30,719
5E,84,35,709
5E,84,40,699
5E,84,45,687
5E,84,50,673
5E,84,55,658
5E,84,60,642
5E,84,65,625
5E,84,70,607
5E,84,75,588
5E,84,80,568
5E,84,85,548
5E,84,90,527
5E,84,95,506
5E,84,100,484
5E,84,105,462
5E,84,110,441
5E,84,115,420
5E,84,120,399
5E,84,125,378
5E,84,130,359
5E,84,135,340
5E,84,140,323
5E,84,145,306
5E,84,150,291
5E,84,155,277
5E,84,160,266
5E,84,165,256
5E,84,170,249
5E,84,175,244
5E,85,0,733
5E,85,5,732
5E,85,10,730
5E,85,15,727
5E,85,20,723
5E,85,25,717
5E,85,30,709
5E,85,35,701
5E,85,40,690
5E,85,45,678
5E,85,50,664
5E,85,55,650
5E,85,60,634
5E,85,65,617
5E,85,70,599
5E,85,75,580
5E,85,80,561
5E,85,85,541
5E,85,90,520
5E,85,95,499
5E,85,100,478
5E,85,105,456
5E,85,110,434
5E,85,115,414
5E,85,120,393
5E,85,125,373
5E,85,130,353
5E,85,135,335
5E,85,140,318
5E,85,145,301
5E,85,150,286
5E,85,155,273
5E,85,160,261
5E,85,165,252
5E,85,170,245
5E,85,175,240
5E,86,0,722
5E,86,5,722
5E,86,10,720
5E,86,15,717
5E,86,20,713
5E,86,25,707
5E,86,30,700
5E,86,35,691
5E,86,40,681
5E,86,45,669
5E,86,50,656
5E,86,55,641
5E,86,60,625
5E,86,65,609
5E,86,70,591
5E,86,75,572
5E,86,80,553
5E,86,85,534
5E,86,90,513
5E,86,95,492
5E,86,100,471
5E,86,105,449
5E,86,110,428
5E,86,115,407
5E,86,120,387
5E,86,125,367
5E,86,130,348
5E,86,135,329
5E,86,140,312
5E,86,145,296
5E,86,150,282
5E,86,155,268
5E,86,160,257
5E,86,165,247
5E,86,170,240
5E,86,175,236
5E,87,0,712
5E,87,5,712
5E,87,10,710
5E,87,15,708
5E,87,20,703
5E,87,25,698
5E,87,30,691
5E,87,35,682
5E,87,40,672
5E,87,45,660
5E,87,50,647
5E,87,55,632
5E,87,60,617
5E,87,65,600
5E,87,70,583
5E,87,75,565
5E,87,80,545
5E,87,85,526
5E,87,90,506
5E,87,95,485
5E,87,100,464
5E,87,105,443
5E,87,110,422
5E,87,115,401
5E,87,120,381
5E,87,125,361
5E,87,130,342
5E,87,135,324
5E,87,140,307
5E,87,145,291
5E,87,150,277
5E,87,155,264
5E,87,160,252
5E,87,165,243
5E,87,170,236
5E,87,175,232
5E,88,0,702
5E,88,5,702
5E,88,10,700
5E,88,15,697
5E,88,20,693
5E,88,25,688
5E,88,30,681
5E,88,35,672
5E,88,40,662
5E,88,45,651
5E,88,50,638
5E,88,55,624
5E,88,60,609
5E,88,65,592
5E,88,70,575
5E,88,75,557
5E,88,80,538
5E,88,85,518
5E,88,90,498
5E,88,95,478
5E,88,100,457
5E,88,105,436
5E,88,110,416
5E,88,115,395
5E,88,120,375
5E,88,125,355
5E,88,130,337
5E,88,135,319
5E,88,140,302
5E,88,145,286
5E,88,150,272
5E,88,155,259
5E,88,160,248
5E,88,165,239
5E,88,170,232
5E,88,175,228
5E,89,0,692
5E,89,5,691
5E,89,10,690
5E,89,15,687
5E,89,20,683
5E,89,25,678
5E,89,30,671
5E,89,35,663
5E,89,40,653
5E,89,45,642
5E,89,50,629
5E,89,55,615
5E,89,60,600
5E,89,65,584
5E,89,70,567
5E,89,75,549
5E,89,80,530
5E,89,85,510
5E,89,90,490
5E,89,95,471
5E,89,100,450
5E,89,105,429
5E,89,110,409
5E,89,115,389
5E,89,120,369
5E,89,125,350
5E,89,130,331
5E,89,135,313
5E,89,140,297
5E,89,145,282
5E,89,150,267
5E,89,155,255
5E,89,160,244
5E,89,165,235
5E,89,170,228
5E,89,175,224
5E,90,0,682
5E,90,5,681
5E,90,10,679
5E,90,15,677
5E,90,20,673
5E,90,25,668
5E,90,30,661
5E,90,35,653
5E,90,40,644
5E,90,45,632
5E,90,50,620
5E,90,55,606
5E,90,60,591
5E,90,65,575
5E,90,70,558
5E,90,75,541
5E,90,80,522
5E,90,85,503
5E,90,90,484
5E,90,95,463
5E,90,100,443
5E,90,105,423
5E,90,110,403
5E,90,115,382
5E,90,120,363
5E,90,125,344
5E,90,130,325
5E,90,135,308
5E,90,140,292
5E,90,145,277
5E,90,150,262
5E,90,155,250
5E,90,160,239
5E,90,165,231
5E,90,170,224
5E,90,175,220
6,0,0,789
6,0,5,789
6,0,10,789
6,0,15,789
6,0,20,789
6,0,25,789
6,0,30,789
6,0,35,789
6,0,40,789
6,0,45,789
6,0,50,789
6,0,55,789
6,0,60,789
6,0,65,789
6,0,70,789
6,0,75,789
6,0,80,789
6,0,85,789
6,0,90,789
6,0,95,789
6,0,100,789
6,0,105,789
6,0,110,789
6,0,115,789
6,0,120,789
6,0,125,789
6,0,130,789
6,0,135,789
6,0,140,789
6,0,145,789
6,0,150,789
6,0,155,789
6,0,160,789
6,0,165,789
6,0,170,789
6,0,175,789
6,1,0,796
6,1,5,796
6,1,10,796
6,1,15,795
6,1,20,795
6,1,25,795
6,1,30,795
6,1,35,794
6,1,40,794
6,1,45,794
6,1,50,793
6,1,55,793
6,1,60,792
6,1,65,792
6,1,70,791
6,1,75,790
6,1,80,790
6,1,85,789
6,1,90,789
6,1,95,788
6,1,100,787
6,1,105,787
6,1,110,786
6,1,115,785
6,1,120,785
6,1,125,784
6,1,130,784
6,1,135,783
6,1,140,783
6,1,145,783
6,1,150,782
6,1,155,782
6,1,160,782
6,1,165,782
6,1,170,781
6,1,175,781
6,2,0,803
6,2,5,803
6,2,10,802
6,2,15,802
6,2,20,802
6,2,25,801
6,2,30,801
6,2,35,800
6,2,40,799
6,2,45,799
6,2,50,798
6,2,55,797
6,2,60,796
6,2,65,794
6,2,70,793
6,2,75,792
6,2,80,791
6,2,85,790
6,2,90,788
6,2,95,787
6,2,100,786
6,2,105,785
6,2,110,783
6,2,115,782
6,2,120,781
6,2,125,780
6,2,130,779
6,2,135,778
6,2,140,777
6,2,145,777
6,2,150,776
6,2,155,775
6,2,160,775
6,2,165,774
6,2,170,774
6,2,175,774
6,3,0,810
6,3,5,809
6,3,10,809
6,3,15,809
6,3,20,808
6,3,25,808
6,3,30,807
6,3,35,806
6,3,40,805
6,3,45,803
6,3,50,802
6,3,55,800
6,3,60,799
6,3,65,797
6,3,70,796
6,3,75,794
6,3,80,792
6,3,85,790
6,3,90,788
6,3,95,786
6,3,100,784
6,3,105,783
6,3,110,781
6,3,115,779
6,3,120,777
6,3,125,776
6,3,130,774
6,3,135,773
6,3,140,772
6,3,145,770
6,3,150,769
6,3,155,768
6,3,160,768
6,3,165,767
6,3,170,767
6,3,175,766
6,4,0,816
6,4,5,816
6,4,10,816
6,4,15,815
6,4,20,815
6,4,25,814
6,4,30,812
6,4,35,811
6,4,40,810
6,4,45,808
6,4,50,806
6,4,55,804
6,4,60,802
6,4,65,800
6,4,70,798
6,4,75,795
6,4,80,793
6,4,85,790
6,4,90,788
6,4,95,785
6,4,100,783
6,4,105,780
6,4,110,778
6,4,115,776
6,4,120,773
6,4,125,771
6,4,130,769
6,4,135,767
6,4,140,766
6,4,145,764
6,4,150,763
6,4,155,762
6,4,160,761
6,4,165,760
6,4,170,759
6,4,175,759
6,5,0,823
6,5,5,823
6,5,10,822
6,5,15,822
6,5,20,821
6,5,25,819
6,5,30,818
6,5,35,816
6,5,40,815
6,5,45,813
6,5,50,810
6,5,55,808
6,5,60,805
6,5,65,803
6,5,70,800
6,5,75,797
6,5,80,794
6,5,85,791
6,5,90,787
6,5,95,784
6,5,100,781
6,5,105,778
6,5,110,775
6,5,115,772
6,5,120,769
6,5,125,767
6,5,130,764
6,5,135,762
6,5,140,760
6,5,145,758
6,5,150,756
6,5,155,755
6,5,160,753
6,5,165,752
6,5,170,752
6,5,175,751
6,6,0,829
6,6,5,829
6,6,10,828
6,6,15,828
6,6,20,827
6,6,25,825
6,6,30,824
6,6,35,822
6,6,40,819
6,6,45,817
6,6,50,814
6,6,55,811
6,6,60,808
6,6,65,805
6,6,70,802
6,6,75,798
6,6,80,795
6,6,85,791
6,6,90,787
6,6,95,783
6,6,100,780
6,6,105,776
6,6,110,772
6,6,115,769
6,6,120,765
6,6,125,762
6,6,130,759
6,6,135,756
6,6,140,754
6,6,145,751
6,6,150,749
6,6,155,747
6,6,160,746
6,6,165,745
6,6,170,744
6,6,175,743
6,7,0,835
6,7,5,835
6,7,10,835
6,7,15,834
6,7,20,832
6,7,25,831
6,7,30,829
6,7,35,827
6,7,40,824
6,7,45,821
6,7,50,818
6,7,55,815
6,7,60,811
6,7,65,807
6,7,70,804
6,7,75,799
6,7,80,795
6,7,85,791
6,7,90,787
6,7,95,782
6,7,100,778
6,7,105,774
6,7,110,769
6,7,115,765
6,7,120,761
6,7,125,758
6,7,130,754
6,7,135,751
6,7,140,748
6,7,145,745
6,7,150,742
6,7,155,740
6,7,160,739
6,7,165,737
6,7,170,736
6,7,175,736
6,8,0,841
6,8,5,841
6,8,10,841
6,8,15,840
6,8,20,838
6,8,25,836
6,8,30,834
6,8,35,832
6,8,40,829
6,8,45,825
6,8,50,822
6,8,55,818
6,8,60,814
6,8,65,810
6,8,70,805
6,8,75,801
6,8,80,796
6,8,85,791
6,8,90,786
6,8,95,781
6,8,100,776
6,8,105,771
6,8,110,766
6,8,115,762
6,8,120,757
6,8,125,753
6,8,130,749
6,8,135,745
6,8,140,741
6,8,145,738
6,8,150,736
6,8,155,733
6,8,160,731
6,8,165,730
6,8,170,728
6,8,175,728
6,9,0,847
6,9,5,847
6,9,10,846
6,9,15,845
6,9,20,844
6,9,25,842
6,9,30,839
6,9,35,836
6,9,40,833
6,9,45,830
6,9,50,826
6,9,55,821
6,9,60,817
6,9,65,812
6,9,70,807
6,9,75,802
6,9,80,796
6,9,85,791
6,9,90,785
6,9,95,780
6,9,100,774
6,9,105,769
6,9,110,763
6,9,115,758
6,9,120,753
6,9,125,748
6,9,130,744
6,9,135,739
6,9,140,735
6,9,145,732
6,9,150,729
6,9,155,726
6,9,160,724
6,9,165,722
6,9,170,721
6,9,175,720
6,10,0,853
6,10,5,853
6,10,10,852
6,10,15,851
6,10,20,849
6,10,25,847
6,10,30,844
6,10,35,841
6,10,40,837
6,10,45,833
6,10,50,829
6,10,55,824
6,10,60,819
6,10,65,814
6,10,70,809
6,10,75,803
6,10,80,797
6,10,85,791
6,10,90,785
6,10,95,778
6,10,100,772
6,10,105,766
6,10,110,760
6,10,115,754
6,10,120,749
6,10,125,743
6,10,130,738
6,10,135,734
6,10,140,729
6,10,145,725
6,10,150,722
6,10,155,719
6,10,160,716
6,10,165,714
6,10,170,713
6,10,175,712
6,11,0,859
6,11,5,858
6,11,10,857
6,11,15,856
6,11,20,854
6,11,25,852
6,11,30,849
6,11,35,845
6,11,40,842
6,11,45,837
6,11,50,832
6,11,55,827
6,11,60,822
6,11,65,816
6,11,70,810
6,11,75,804
6,11,80,797
6,11,85,791
6,11,90,784
6,11,95,777
6,11,100,770
6,11,105,764
6,11,110,757
6,11,115,751
6,11,120,745
6,11,125,739
6,11,130,733
6,11,135,728
6,11,140,723
6,11,145,719
6,11,150,715
6,11,155,711
6,11,160,709
6,11,165,707
6,11,170,705
6,11,175,704
6,12,0,864
6,12,5,864
6,12,10,863
6,12,15,861
6,12,20,859
6,12,25,857
6,12,30,853
6,12,35,850
6,12,40,846
6,12,45,841
6,12,50,836
6,12,55,830
6,12,60,824
6,12,65,818
6,12,70,812
6,12,75,805
6,12,80,798
6,12,85,791
6,12,90,783
6,12,95,776
6,12,100,768
6,12,105,761
6,12,110,754
6,12,115,747
6,12,120,740
6,12,125,734
6,12,130,728
6,12,135,722
6,12,140,717
6,12,145,712
6,12,150,708
6,12,155,704
6,12,160,701
6,12,165,699
6,12,170,697
6,12,175,696
6,13,0,869
6,13,5,869
6,13,10,868
6,13,15,866
6,13,20,864
6,13,25,861
6,13,30,858
6,13,35,854
6,13,40,849
6,13,45,844
6,13,50,839
6,13,55,833
6,13,60,827
6,13,65,820
6,13,70,813
6,13,75,806
6,13,80,798
6,13,85,790
6,13,90,782
6,13,95,774
6,13,100,767
6,13,105,759
6,13,110,751
6,13,115,743
6,13,120,736
6,13,125,729
6,13,130,722
6,13,135,716
6,13,140,710
6,13,145,705
6,13,150,701
6,13,155,697
6,13,160,694
6,13,165,691
6,13,170,690
6,13,175,688
6,14,0,874
6,14,5,874
6,14,10,873
6,14,15,871
6,14,20,869
6,14,25,866
6,14,30,862
6,14,35,858
6,14,40,853
6,14,45,848
6,14,50,842
6,14,55,836
6,14,60,829
6,14,65,822
6,14,70,814
6,14,75,806
6,14,80,798
6,14,85,790
6,14,90,782
6,14,95,773
6,14,100,764
6,14,105,756
6,14,110,748
6,14,115,740
6,14,120,732
6,14,125,724
6,14,130,717
6,14,135,710
6,14,140,704
6,14,145,699
6,14,150,694
6,14,155,690
6,14,160,686
6,14,165,684
6,14,170,682
6,14,175,681
6,15,0,879
6,15,5,879
6,15,10,878
6,15,15,876
6,15,20,873
6,15,25,870
6,15,30,866
6,15,35,862
6,15,40,857
6,15,45,851
6,15,50,845
6,15,55,838
6,15,60,831
6,15,65,823
6,15,70,815
6,15,75,807
6,15,80,798
6,15,85,789
6,15,90,781
6,15,95,772
6,15,100,763
6,15,105,753
6,15,110,745
6,15,115,736
6,15,120,727
6,15,125,719
6,15,130,712
6,15,135,705
6,15,140,698
6,15,145,692
6,15,150,687
6,15,155,683
6,15,160,679
6,15,165,676
6,15,170,675
6,15,175,673
6,16,0,884
6,16,5,883
6,16,10,882
6,16,15,880
6,16,20,878
6,16,25,874
6,16,30,870
6,16,35,866
6,16,40,860
6,16,45,854
6,16,50,848
6,16,55,840
6,16,60,833
6,16,65,825
6,16,70,816
6,16,75,807
6,16,80,798
6,16,85,789
6,16,90,780
6,16,95,770
6,16,100,760
6,16,105,751
6,16,110,741
6,16,115,732
6,16,120,723
6,16,125,715
6,16,130,706
6,16,135,699
6,16,140,692
6,16,145,686
6,16,150,680
6,16,155,676
6,16,160,672
6,16,165,669
6,16,170,667
6,16,175,666
6,17,0,888
6,17,5,888
6,17,10,887
6,17,15,885
6,17,20,882
6,17,25,878
6,17,30,874
6,17,35,869
6,17,40,863
6,17,45,857
6,17,50,850
6,17,55,843
6,17,60,835
6,17,65,826
6,17,70,817
6,17,75,808
6,17,80,798
6,17,85,788
6,17,90,779
6,17,95,768
6,17,100,758
6,17,105,748
6,17,110,738
6,17,115,728
6,17,120,719
6,17,125,710
6,17,130,701
6,17,135,693
6,17,140,686
6,17,145,679
6,17,150,673
6,17,155,669
6,17,160,665
6,17,165,662
6,17,170,660
6,17,175,659
6,18,0,892
6,18,5,892
6,18,10,891
6,18,15,889
6,18,20,886
6,18,25,882
6,18,30,878
6,18,35,872
6,18,40,866
6,18,45,860
6,18,50,853
6,18,55,845
6,18,60,836
6,18,65,827
6,18,70,818
6,18,75,808
6,18,80,798
6,18,85,788
6,18,90,777
6,18,95,767
6,18,100,756
6,18,105,746
6,18,110,735
6,18,115,725
6,18,120,715
6,18,125,705
6,18,130,696
6,18,135,687
6,18,140,680
6,18,145,673
6,18,150,667
6,18,155,662
6,18,160,658
6,18,165,655
6,18,170,652
6,18,175,651
6,19,0,897
6,19,5,896
6,19,10,895
6,19,15,893
6,19,20,890
6,19,25,886
6,19,30,881
6,19,35,876
6,19,40,869
6,19,45,862
6,19,50,855
6,19,55,847
6,19,60,838
6,19,65,829
6,19,70,819
6,19,75,809
6,19,80,798
6,19,85,787
6,19,90,776
6,19,95,765
6,19,100,754
6,19,105,743
6,19,110,732
6,19,115,721
6,19,120,710
6,19,125,700
6,19,130,690
6,19,135,682
6,19,140,673
6,19,145,666
6,19,150,660
6,19,155,655
6,19,160,651
6,19,165,647
6,19,170,645
6,19,175,644
6,20,0,901
6,20,5,900
6,20,10,899
6,20,15,896
6,20,20,893
6,20,25,889
6,20,30,884
6,20,35,879
6,20,40,872
6,20,45,865
6,20,50,857
6,20,55,848
6,20,60,839
6,20,65,830
6,20,70,819
6,20,75,809
6,20,80,798
6,20,85,787
6,20,90,775
6,20,95,763
6,20,100,752
6,20,105,740
6,20,110,728
6,20,115,717
6,20,120,706
6,20,125,695
6,20,130,685
6,20,135,676
6,20,140,667
6,20,145,660
6,20,150,653
6,20,155,648
6,20,160,644
6,20,165,640
6,20,170,638
6,20,175,636
6,21,0,904
6,21,5,904
6,21,10,902
6,21,15,900
6,21,20,897
6,21,25,893
6,21,30,887
6,21,35,881
6,21,40,875
6,21,45,867
6,21,50,859
6,21,55,850
6,21,60,841
6,21,65,831
6,21,70,820
6,21,75,809
6,21,80,797
6,21,85,786
6,21,90,774
6,21,95,762
6,21,100,750
6,21,105,737
6,21,110,725
6,21,115,713
6,21,120,702
6,21,125,691
6,21,130,680
6,21,135,670
6,21,140,661
6,21,145,654
6,21,150,647
6,21,155,641
6,21,160,636
6,21,165,633
6,21,170,630
6,21,175,628
6,22,0,908
6,22,5,907
6,22,10,906
6,22,15,903
6,22,20,900
6,22,25,896
6,22,30,890
6,22,35,884
6,22,40,877
6,22,45,869
6,22,50,861
6,22,55,852
6,22,60,842
6,22,65,831
6,22,70,820
6,22,75,809
6,22,80,797
6,22,85,785
6,22,90,773
6,22,95,760
6,22,100,747
6,22,105,735
6,22,110,722
6,22,115,710
6,22,120,698
6,22,125,686
6,22,130,675
6,22,135,665
6,22,140,655
6,22,145,647
6,22,150,640
6,22,155,634
6,22,160,629
6,22,165,625
6,22,170,622
6,22,175,621
6,23,0,911
6,23,5,911
6,23,10,909
6,23,15,907
6,23,20,903
6,23,25,899
6,23,30,893
6,23,35,887
6,23,40,880
6,23,45,872
6,23,50,863
6,23,55,853
6,23,60,843
6,23,65,832
6,23,70,821
6,23,75,809
6,23,80,797
6,23,85,784
6,23,90,771
6,23,95,758
6,23,100,745
6,23,105,732
6,23,110,719
6,23,115,706
6,23,120,693
6,23,125,681
6,23,130,670
6,23,135,659
6,23,140,649
6,23,145,641
6,23,150,634
6,23,155,627
6,23,160,622
6,23,165,618
6,23,170,615
6,23,175,613
6,24,0,914
6,24,5,914
6,24,10,912
6,24,15,910
6,24,20,906
6,24,25,901
6,24,30,896
6,24,35,889
6,24,40,882
6,24,45,873
6,24,50,864
6,24,55,855
6,24,60,844
6,24,65,833
6,24,70,821
6,24,75,809
6,24,80,796
6,24,85,783
6,24,90,770
6,24,95,756
6,24,100,743
6,24,105,729
6,24,110,715
6,24,115,702
6,24,120,689
6,24,125,676
6,24,130,665
6,24,135,653
6,24,140,643
6,24,145,634
6,24,150,627
6,24,155,620
6,24,160,615
6,24,165,610
6,24,170,607
6,24,175,605
6,25,0,917
6,25,5,917
6,25,10,915
6,25,15,912
6,25,20,909
6,25,25,904
6,25,30,898
6,25,35,891
6,25,40,884
6,25,45,875
6,25,50,866
6,25,55,855
6,25,60,845
6,25,65,833
6,25,70,821
6,25,75,808
6,25,80,795
6,25,85,782
6,25,90,768
6,25,95,754
6,25,100,740
6,25,105,726
6,25,110,712
6,25,115,698
6,25,120,685
6,25,125,672
6,25,130,659
6,25,135,648
6,25,140,637
6,25,145,628
6,25,150,620
6,25,155,613
6,25,160,608
6,25,165,603
6,25,170,600
6,25,175,598
6,26,0,920
6,26,5,919
6,26,10,918
6,26,15,915
6,26,20,911
6,26,25,906
6,26,30,900
6,26,35,893
6,26,40,885
6,26,45,877
6,26,50,867
6,26,55,856
6,26,60,845
6,26,65,833
6,26,70,821
6,26,75,808
6,26,80,795
6,26,85,781
6,26,90,767
6,26,95,752
6,26,100,738
6,26,105,723
6,26,110,709
6,26,115,695
6,26,120,681
6,26,125,667
6,26,130,654
6,26,135,642
6,26,140,631
6,26,145,622
6,26,150,613
6,26,155,606
6,26,160,600
6,26,165,596
6,26,170,593
6,26,175,591
6,27,0,922
6,27,5,922
6,27,10,920
6,27,15,917
6,27,20,913
6,27,25,908
6,27,30,902
6,27,35,895
6,27,40,887
6,27,45,878
6,27,50,868
6,27,55,857
6,27,60,846
6,27,65,834
6,27,70,821
6,27,75,808
6,27,80,794
6,27,85,780
6,27,90,765
6,27,95,750
6,27,100,735
6,27,105,720
6,27,110,706
6,27,115,691
6,27,120,676
6,27,125,663
6,27,130,649
6,27,135,637
6,27,140,625
6,27,145,616
6,27,150,607
6,27,155,600
6,27,160,593
6,27,165,588
6,27,170,585
6,27,175,583
6,28,0,925
6,28,5,924
6,28,10,922
6,28,15,920
6,28,20,916
6,28,25,910
6,28,30,904
6,28,35,897
6,28,40,888
6,28,45,879
6,28,50,869
6,28,55,858
6,28,60,846
6,28,65,834
6,28,70,821
6,28,75,807
6,28,80,793
6,28,85,778
6,28,90,763
6,28,95,748
6,28,100,733
6,28,105,718
6,28,110,702
6,28,115,687
6,28,120,672
6,28,125,658
6,28,130,644
6,28,135,631
6,28,140,620
6,28,145,609
6,28,150,600
6,28,155,593
6,28,160,586
6,28,165,581
6,28,170,578
6,28,175,576
6,29,0,927
6,29,5,926
6,29,10,925
6,29,15,922
6,29,20,917
6,29,25,912
6,29,30,906
6,29,35,898
6,29,40,890
6,29,45,880
6,29,50,870
6,29,55,859
6,29,60,847
6,29,65,834
6,29,70,820
6,29,75,806
6,29,80,792
6,29,85,777
6,29,90,762
6,29,95,746
6,29,100,730
6,29,105,714
6,29,110,699
6,29,115,683
6,29,120,668
6,29,125,653
6,29,130,639
6,29,135,626
6,29,140,614
6,29,145,603
6,29,150,594
6,29,155,586
6,29,160,579
6,29,165,574
6,29,170,570
6,29,175,568
6,30,0,929
6,30,5,928
6,30,10,926
6,30,15,923
6,30,20,919
6,30,25,914
6,30,30,907
6,30,35,900
6,30,40,891
6,30,45,881
6,30,50,870
6,30,55,859
6,30,60,847
6,30,65,833
6,30,70,820
6,30,75,805
6,30,80,790
6,30,85,775
6,30,90,760
6,30,95,744
6,30,100,728
6,30,105,712
6,30,110,695
6,30,115,679
6,30,120,664
6,30,125,649
6,30,130,634
6,30,135,620
6,30,140,608
6,30,145,597
6,30,150,587
6,30,155,579
6,30,160,572
6,30,165,567
6,30,170,563
6,30,175,561
6,31,0,931
6,31,5,930
6,31,10,928
6,31,15,925
6,31,20,921
6,31,25,915
6,31,30,908
6,31,35,901
6,31,40,892
6,31,45,882
6,31,50,871
6,31,55,859
6,31,60,846
6,31,65,833
6,31,70,819
6,31,75,804
6,31,80,789
6,31,85,774
6,31,90,757
6,31,95,741
6,31,100,725
6,31,105,708
6,31,110,692
6,31,115,676
